SampleID	SampleName	SampleType	PlantID	AccessionID	PlantName	Accession	ClonalGroup	Replicate	AccessionID	Plate	PlateCoordinate	HarvestDate	GrindDate	ExtractionDate	QuantificaitonDate	BisulfiteDate	LibraryDate	library_prep_set_alias	ng/uL	total volume (uL)	total gDNA (ug)	uL for 80ng	h2o to 45ul	output volume (uL)	input volume (uL)	expected input gDNA (ug)	index d5	index d7	output well	200-500 Molarity (nmol/L)	Sequencing Batch	Submitted for sequencing
S60316	BdTR10c_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28317	730	BdTR10c_R1F	BdTR10c	Clone5	1	730	4	E4	Jan62016	Jan222016	Feb122016	Mar72016				2.27	160	362.62	35.30	9.70	15	5	26.67						
S60317	BdTR3d_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28318	680	BdTR3d_R1F	BdTR3d	Clone2	1	680	4	F4	Jan62016	Jan222016	Feb122016	Mar72016				3.41	160	546.26	23.43	21.57	15	5	26.67						
S60318	BdTR3e_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28319	681	BdTR3e_R2F	BdTR3e	Clone2	2	681	4	G4	Jan62016	Jan222016	Feb122016	Mar72016				1.98	160	316.40	40.46	4.54	15	5	26.67						
S60319	BdTR10f_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28320	733	BdTR10f_R1F	BdTR10f	Clone4	1	733	4	H4	Jan62016	Jan222016	Feb122016	Mar72016				1.16	160	185.38	45.00	0.00	15	5	17.38						
S60320	BdTR5g_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28321	701	BdTR5g_R3F	BdTR5g	Clone3	3	701	4	A5	Jan62016	Jan222016	Feb122016	Mar72016				5.22	160	835.45	15.32	29.68	15	5	26.67						
S60321	BdTR2g_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28322	666	BdTR2g_R1F	BdTR2g	Clone1	1	666	4	B5	Jan62016	Jan222016	Feb122016	Mar72016				5.34	160	854.81	14.97	30.03	15	5	26.67						
S60322	BdTR2n_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28323	672	BdTR2n_R1F	BdTR2n	Clone1	1	672	4	C5	Jan62016	Jan222016	Feb122016	Mar72016				2.87	160	458.61	27.91	17.09	15	5	26.67						
S60323	BdTR3c_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28324	679	BdTR3c_R2F	BdTR3c	Clone2	2	679	4	D5	Jan62016	Jan222016	Feb122016	Mar72016				6.72	160	1075.99	11.90	33.10	15	5	26.67						
S60324	BdTR3i_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28325	685	BdTR3i_R2F	BdTR3i	Clone2	2	685	4	E5	Jan62016	Jan222016	Feb122016	Mar72016				5.17	160	827.44	15.47	29.53	15	5	26.67						
S60325	BdTR3r_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28326	692	BdTR3r_R3F	BdTR3r	Clone2	3	692	4	F5	Jan62016	Jan222016	Feb122016	Mar72016				5.29	160	846.41	15.12	29.88	15	5	26.67						
S60326	BdTR5j_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28327	704	BdTR5j_R3F	BdTR5j	Clone3	3	704	4	G5	Jan62016	Jan222016	Feb122016	Mar72016				5.40	160	864.59	14.80	30.20	15	5	26.67						
S60327	Bd21_R16F_DNA	Leaf3 + 7 Bdis gDNA isolation	28328	4741	Bd21_R16F	Bd21	Bd21	16	4741	4	H5	Jan62016	Jan222016	Feb122016	Mar72016				2.99	160	478.16	26.77	18.23	15	5	26.67						
S60328	BdTR10i_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28329	736	BdTR10i_R3F	BdTR10i	Clone5	3	736	4	A6	Jan62016	Jan222016	Feb122016	Mar72016				4.00	160	640.09	20.00	25.00	15	5	26.67						
S60329	BdTR13g_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28330	760	BdTR13g_R1F	BdTR13g	Clone7	1	760	4	B6	Jan62016	Jan222016	Feb122016	Mar72016				2.22	160	355.94	35.96	9.04	15	5	26.67						
S60330	BdTR9g_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28331	722	BdTR9g_R2F	BdTR9g	Clone4	2	722	4	C6	Jan62016	Jan222016	Feb122016	Mar72016				2.48	160	396.62	32.27	12.73	15	5	26.67						
S60331	BdTR13c_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28332	756	BdTR13c_R2F	BdTR13c	Clone7	2	756	4	D6	Jan62016	Jan222016	Feb122016	Mar72016				3.46	160	553.65	23.12	21.88	15	5	26.67						
S60332	ELI10_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28333	349	ELI10_R2F	ELI10	HYB1	2	349	4	E6	Jan62016	Jan222016	Feb122016	Mar72016				5.78	160	924.24	13.85	31.15	15	5	26.67						
S60333	BdTR11f_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28334	747	BdTR11f_R3F	BdTR11f	Clone6	3	747	4	F6	Jan62016	Jan222016	Feb122016	Mar72016				4.02	160	642.44	19.92	25.08	15	5	26.67						
S60334	BLA1_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28335	252	BLA1_R2F	BLA1	HYB1	2	252	4	G6	Jan62016	Jan222016	Feb122016	Mar72016				4.12	160	659.65	19.40	25.60	15	5	26.67						
S60335	BdTR1f_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28336	652	BdTR1f_R1F	BdTR1f	Clone1	1	652	4	H6	Jan62016	Jan222016	Feb122016	Mar72016				3.42	160	547.59	23.38	21.62	15	5	26.67						
S60336	BdTR10g_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28337	734	BdTR10g_R3F	BdTR10g	Clone5	3	734	4	A7	Jan62016	Jan222016	Feb122016	Mar72016				3.47	160	555.80	23.03	21.97	15	5	26.67						
S60337	BdTR3f_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28338	682	BdTR3f_R2F	BdTR3f	Clone2	2	682	4	B7	Jan62016	Jan222016	Feb122016	Mar72016				4.81	160	769.94	16.62	28.38	15	5	26.67						
S60338	KEI5_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28339	426	KEI5_R1F	KEI5	HYB2	1	426	4	C7	Jan62016	Jan222016	Feb122016	Mar72016				3.30	160	528.62	24.21	20.79	15	5	26.67						
S60339	EGL7_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28340	338	EGL7_R2F	EGL7	HYB1	2	338	4	D7	Jan62016	Jan222016	Feb122016	Mar72016				4.39	160	703.06	18.21	26.79	15	5	26.67						
S60340	BdTR3k_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28341	687	BdTR3k_R1F	BdTR3k	Clone2	1	687	4	E7	Jan62016	Jan222016	Feb122016	Mar72016				3.66	160	585.14	21.88	23.12	15	5	26.67						
S60341	Bd21_R11F_DNA	Leaf3 + 7 Bdis gDNA isolation	28342	4741	Bd21_R11F	Bd21	Bd21	11	4741	4	F7	Jan62016	Jan222016	Feb122016	Mar72016				3.02	160	483.05	26.50	18.50	15	5	26.67						
S60342	BdTR5i_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28343	703	BdTR5i_R1F	BdTR5i	Clone3	1	703	4	G7	Jan62016	Jan222016	Feb122016	Mar72016				4.86	160	777.96	16.45	28.55	15	5	26.67						
S60343	BdTR5a_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28344	695	BdTR5a_R3F	BdTR5a	Clone3	3	695	4	H7	Jan62016	Jan222016	Feb122016	Mar72016				2.19	160	350.46	36.52	8.48	15	5	26.67						
S60344	GUL3-8_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28345	389	GUL3-8_R1F	GUL3-8	HYB1	1	389	4	A8	Jan62016	Jan222016	Feb122016	Mar72016				3.45	160	551.30	23.22	21.78	15	5	26.67						
S60345	BdTR10n_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28346	740	BdTR10n_R2F	BdTR10n	Clone6	2	740	4	B8	Jan62016	Jan222016	Feb122016	Mar72016				3.08	160	492.83	25.97	19.03	15	5	26.67						
S60346	BdTR2d_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28347	663	BdTR2d_R2F	BdTR2d	Clone1	2	663	4	C8	Jan62016	Jan222016	Feb122016	Mar72016				2.39	160	382.34	33.48	11.52	15	5	26.67						
S60347	BdTR1j_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28348	656	BdTR1j_R3F	BdTR1j	Clone1	3	656	4	D8	Jan62016	Jan222016	Feb122016	Mar72016				2.59	160	414.22	30.90	14.10	15	5	26.67						
S60348	BdTR3f_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28349	682	BdTR3f_R3F	BdTR3f	Clone2	3	682	4	E8	Jan62016	Jan222016	Feb122016	Mar72016				3.82	160	611.34	20.94	24.06	15	5	26.67						
S60349	Bd21_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28350	4741	Bd21_R2F	Bd21	Bd21	2	4741	4	F8	Jan62016	Jan222016	Feb122016	Mar72016				1.72	160	275.76	45.00	0.00	15	5	25.85						
S60350	BdTR5g_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28351	701	BdTR5g_R2F	BdTR5g	Clone3	2	701	4	G8	Jan62016	Jan222016	Feb122016	Mar72016				2.63	160	421.26	30.39	14.61	15	5	26.67						
S60351	BdTR13j_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28352	763	BdTR13j_R2F	BdTR13j	Clone7	2	763	4	H8	Jan62016	Jan222016	Feb122016	Mar72016				1.96	160	313.31	40.85	4.15	15	5	26.67						
S60352	BdTR2b_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28353	661	BdTR2b_R2F	BdTR2b	Clone1	2	661	4	A9	Jan62016	Jan222016	Feb122016	Mar72016				6.97	160	1115.11	11.48	33.52	15	5	26.67						
S60353	BdTR13k_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28354	764	BdTR13k_R2F	BdTR13k	Clone7	2	764	4	B9	Jan62016	Jan222016	Feb122016	Mar72016				5.85	160	936.17	13.67	31.33	15	5	26.67						
S60354	BdTR3k_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28355	687	BdTR3k_R3F	BdTR3k	Clone2	3	687	4	C9	Jan62016	Jan222016	Feb122016	Mar72016				3.26	160	521.77	24.53	20.47	15	5	26.67						
S60355	BdTR9b_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28356	718	BdTR9b_R1F	BdTR9b	Clone4	1	718	4	D9	Jan62016	Jan222016	Feb122016	Mar72016				1.63	160	260.90	45.00	0.00	15	5	24.46						
S60356	BdTR5m_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28357	706	BdTR5m_R2F	BdTR5m	Clone3	2	706	4	E9	Jan62016	Jan222016	Feb122016	Mar72016				1.98	160	316.24	40.48	4.52	15	5	26.67						
S60357	BdTR11g_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28358	748	BdTR11g_R3F	BdTR11g	Clone6	3	748	4	F9	Jan62016	Jan222016	Feb122016	Mar72016				2.64	160	422.04	30.33	14.67	15	5	26.67						
S60358	BdTR1n_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28359	659	BdTR1n_R3F	BdTR1n	Clone1	3	659	4	G9	Jan62016	Jan222016	Feb122016	Mar72016				2.22	160	355.35	36.02	8.98	15	5	26.67						
S60359	BdTR9f_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28360	721	BdTR9f_R2F	BdTR9f	Clone4	2	721	4	H9	Jan62016	Jan222016	Feb122016	Mar72016				0.83	160	132.02	45.00	0.00	15	5	12.38						
S60360	BdTR13a_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28361	754	BdTR13a_R1F	BdTR13a	Clone7	1	754	4	A10	Jan62016	Jan222016	Feb122016	Mar72016				2.69	160	430.25	29.75	15.25	15	5	26.67						
S60361	BdTR2b_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28362	661	BdTR2b_R3F	BdTR2b	Clone1	3	661	4	B10	Jan62016	Jan222016	Feb122016	Mar72016				3.96	160	633.64	20.20	24.80	15	5	26.67						
S60362	BdTR5n_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28363	707	BdTR5n_R1F	BdTR5n	Clone3	1	707	4	C10	Jan62016	Jan222016	Feb122016	Mar72016				4.34	160	694.65	18.43	26.57	15	5	26.67						
S60363	BdTR11i_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28364	750	BdTR11i_R3F	BdTR11i	Clone6	3	750	4	D10	Jan62016	Jan222016	Feb122016	Mar72016				3.08	160	493.22	25.95	19.05	15	5	26.67						
S60364	BdTR10b_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28365	729	BdTR10b_R3F	BdTR10b	Clone5	3	729	4	E10	Jan62016	Jan222016	Feb122016	Mar72016				3.49	160	557.76	22.95	22.05	15	5	26.67						
S60365	BdTR5f_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28366	700	BdTR5f_R2F	BdTR5f	Clone3	2	700	4	F10	Jan62016	Jan222016	Feb122016	Mar72016				2.89	160	462.32	27.69	17.31	15	5	26.67						
S60366	BdTR5c_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28367	697	BdTR5c_R3F	BdTR5c	Clone3	3	697	4	G10	Jan62016	Jan222016	Feb122016	Mar72016				5.27	160	842.49	15.19	29.81	15	5	26.67						
S60367	BdTR3h_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28368	684	BdTR3h_R1F	BdTR3h	Clone2	1	684	4	H10	Jan62016	Jan222016	Feb122016	Mar72016				7.17	160	1146.98	11.16	33.84	15	5	26.67						
S60368	BdTR3j_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28369	686	BdTR3j_R3F	BdTR3j	Clone2	3	686	4	A11	Jan62016	Jan222016	Feb122016	Mar72016				4.23	160	677.25	18.90	26.10	15	5	26.67						
S60369	BdTR5e_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28370	699	BdTR5e_R3F	BdTR5e	Clone3	3	699	4	B11	Jan62016	Jan222016	Feb122016	Mar72016				5.06	160	809.05	15.82	29.18	15	5	26.67						
S60370	BdTR10n_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28371	740	BdTR10n_R1F	BdTR10n	Clone6	1	740	4	C11	Jan62016	Jan222016	Feb122016	Mar72016				6.00	160	959.24	13.34	31.66	15	5	26.67						
S60371	BdTR10c_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28372	730	BdTR10c_R3F	BdTR10c	Clone5	3	730	4	D11	Jan62016	Jan222016	Feb122016	Mar72016				3.86	160	617.60	20.73	24.27	15	5	26.67						
S60372	BdTR2h_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28373	667	BdTR2h_R3F	BdTR2h	Clone1	3	667	4	E11	Jan62016	Jan222016	Feb122016	Mar72016				5.53	160	884.74	14.47	30.53	15	5	26.67						
S60373	BdTR2j_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28374	669	BdTR2j_R2F	BdTR2j	Clone1	2	669	4	F11	Jan62016	Jan222016	Feb122016	Mar72016				5.73	160	917.20	13.96	31.04	15	5	26.67						
S60374	BdTR5j_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28375	704	BdTR5j_R1F	BdTR5j	Clone3	1	704	4	G11	Jan62016	Jan222016	Feb122016	Mar72016				4.19	160	671.18	19.07	25.93	15	5	26.67						
S60375	BdTR11g_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28376	748	BdTR11g_R2F	BdTR11g	Clone6	2	748	4	H11	Jan62016	Jan222016	Feb122016	Mar72016				6.83	160	1092.03	11.72	33.28	15	5	26.67						
S60376	BdTR3t_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28377	694	BdTR3t_R1F	BdTR3t	Clone2	1	694	4	A12	Jan62016	Jan222016	Feb122016	Mar72016				3.64	160	582.20	21.99	23.01	15	5	26.67						
S60377	BdTR5f_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28378	700	BdTR5f_R1F	BdTR5f	Clone3	1	700	4	B12	Jan62016	Jan222016	Feb122016	Mar72016				4.77	160	763.88	16.76	28.24	15	5	26.67						
S60378	BdTR10e_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28379	732	BdTR10e_R2F	BdTR10e	Clone5	2	732	4	C12	Jan62016	Jan222016	Feb122016	Mar72016				2.32	160	370.61	34.54	10.46	15	5	26.67						
S60379	BdTR10d_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28380	731	BdTR10d_R1F	BdTR10d	Clone5	1	731	4	D12	Jan62016	Jan222016	Feb122016	Mar72016				3.16	160	505.74	25.31	19.69	15	5	26.67						
S60380	BdTR2n_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28381	672	BdTR2n_R2F	BdTR2n	Clone1	2	672	4	E12	Jan62016	Jan222016	Feb122016	Mar72016				3.61	160	576.92	22.19	22.81	15	5	26.67						
S60381	BdTR3g_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28382	683	BdTR3g_R2F	BdTR3g	Clone2	2	683	4	F12	Jan62016	Jan222016	Feb122016	Mar72016				3.89	160	622.88	20.55	24.45	15	5	26.67						
S60382	BdTR5d_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28383	698	BdTR5d_R2F	BdTR5d	Clone3	2	698	4	G12	Jan62016	Jan222016	Feb122016	Mar72016				4.65	160	744.32	17.20	27.80	15	5	26.67						
S60383	Bd21_R12F_DNA	Leaf3 + 7 Bdis gDNA isolation	28384	4741	Bd21_R12F	Bd21	Bd21	12	4741	4	H12	Jan62016	Jan222016	Feb122016	Mar72016				1.91	160	306.07	41.82	3.18	15	5	26.67						
S60384	BdTR10o_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28385	741	BdTR10o_R3F	BdTR10o	Clone5	3	741	5	A1	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	16.05	160	2568.12	4.98	40.02	15	5	26.67	501	701	A1	0.857	L5t	May42016
S60385	BdTR5b_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28386	696	BdTR5b_R1F	BdTR5b	Clone3	1	696	5	B1	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	25.45	160	4072.57	3.14	41.86	15	5	26.67	502	701	B1	0.970	L5t	May42016
S60386	BdTR2m_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28387	671	BdTR2m_R2F	BdTR2m	Clone1	2	671	5	C1	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	25.56	160	4089.78	3.13	41.87	15	5	26.67	503	701	C1	0.686	L5t	May42016
S60387	BdTR11i_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28388	750	BdTR11i_R2F	BdTR11i	Clone6	2	750	5	D1	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	36.08	160	5772.97	2.22	42.78	15	5	26.67	504	701	D1	0.700	L5t	May42016
S60388	BdTR10i_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28389	736	BdTR10i_R1F	BdTR10i	Clone5	1	736	5	E1	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	21.29	160	3406.49	3.76	41.24	15	5	26.67	505	701	E1	0.343	L5t	May42016
S60389	SLK7_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28390	548	SLK7_R2F	SLK7	HYB1	2	548	5	F1	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	33.79	160	5406.29	2.37	42.63	15	5	26.67	506	701	F1	0.827	L5t	May42016
S60390	BdTR9j_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28391	725	BdTR9j_R3F	BdTR9j	Clone4	3	725	5	G1	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	21.90	160	3504.66	3.65	41.35	15	5	26.67	507	701	G1	0.373	L5t	May42016
S60391	BdTR3t_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28392	694	BdTR3t_R2F	BdTR3t	Clone2	2	694	5	H1	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	16.09	160	2574.77	4.97	40.03	15	5	26.67	508	701	H1	1.264	L5t	May42016
S60392	BdTR5b_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28393	696	BdTR5b_R2F	BdTR5b	Clone3	2	696	5	A2	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	14.05	160	2247.60	5.69	39.31	15	5	26.67	501	702	A2	0.153	L5t	May42016
S60393	GWW10_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28394	397	GWW10_R3F	GWW10	HYB1	3	397	5	B2	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	20.95	160	3352.32	3.82	41.18	15	5	26.67	502	702	B2	0.099	REDO	
S60394	BdTR11f_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28395	747	BdTR11f_R1F	BdTR11f	Clone6	1	747	5	C2	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	20.66	160	3305.19	3.87	41.13	15	5	26.67	503	702	C2	0.009	REDO	
S60395	BdTR3s_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28396	693	BdTR3s_R3F	BdTR3s	Clone2	3	693	5	D2	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	17.87	160	2859.90	4.48	40.52	15	5	26.67	504	702	D2	0.000	REDO	
S60396	BdTR10g_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28397	734	BdTR10g_R1F	BdTR10g	Clone5	1	734	5	E2	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	10.80	160	1728.58	7.40	37.60	15	5	26.67	505	702	E2	0.590	L5t	May42016
S60397	BdTR10f_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28398	733	BdTR10f_R3F	BdTR10f	Clone4	3	733	5	F2	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	12.84	160	2053.60	6.23	38.77	15	5	26.67	506	702	F2	0.784	L5t	May42016
S60398	BdTR11c_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28399	744	BdTR11c_R2F	BdTR11c	Clone6	2	744	5	G2	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	19.38	160	3101.42	4.13	40.87	15	5	26.67	507	702	G2	0.583	L5t	May42016
S60399	BdTR5h_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28400	702	BdTR5h_R1F	BdTR5h	Clone3	1	702	5	H2	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	14.37	160	2299.23	5.57	39.43	15	5	26.67	508	702	H2	0.433	L5t	May42016
S60400	BdTR2j_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28401	669	BdTR2j_R1F	BdTR2j	Clone1	1	669	5	A3	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	27.48	160	4397.34	2.91	42.09	15	5	26.67	501	703	A3	0.093	REDO	
S60401	BdTR10a_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28402	728	BdTR10a_R1F	BdTR10a	Clone5	1	728	5	B3	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	10.49	160	1678.80	7.62	37.38	15	5	26.67	502	703	B3	0.000	REDO	
S60402	BdTR2d_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28403	663	BdTR2d_R1F	BdTR2d	Clone1	1	663	5	C3	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	16.08	160	2572.03	4.98	40.02	15	5	26.67	503	703	C3	0.040	REDO	
S60403	BdTR5f_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28404	700	BdTR5f_R3F	BdTR5f	Clone3	3	700	5	D3	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	12.71	160	2033.15	6.30	38.70	15	5	26.67	504	703	D3	0.080	REDO	
S60404	BdTR1a_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28405	647	BdTR1a_R3F	BdTR1a	Clone1	3	647	5	E3	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	12.47	160	1995.48	6.41	38.59	15	5	26.67	505	703	E3	0.000	REDO	
S60405	BdTR13k_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28406	764	BdTR13k_R3F	BdTR13k	Clone7	3	764	5	F3	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	17.21	160	2754.38	4.65	40.35	15	5	26.67	506	703	F3	0.094	REDO	
S60406	BdTR5e_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28407	699	BdTR5e_R1F	BdTR5e	Clone3	1	699	5	G3	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	14.49	160	2319.13	5.52	39.48	15	5	26.67	507	703	G3	0.000	REDO	
S60407	BdTR11d_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28408	745	BdTR11d_R3F	BdTR11d	Clone6	3	745	5	H3	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Mar302016	L5t.1	23.11	160	3698.03	3.46	41.54	15	5	26.67	508	703	H3	0.160	L5t	May42016
S60408	BdTR13m_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28409	765	BdTR13m_R3F	BdTR13m	Clone7	3	765	5	A4	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	15.14	160	2422.76	5.28	39.72	15	5	26.67	501	704	A4	0.926	L5t	May42016
S60409	BdTR2r_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28410	675	BdTR2r_R1F	BdTR2r	Clone1	1	675	5	B4	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	11.55	160	1848.40	6.92	38.08	15	5	26.67	502	704	B4	0.697	L5t	May42016
S60410	BdTR3p_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28411	691	BdTR3p_R2F	BdTR3p	Clone2	2	691	5	C4	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	16.31	160	2609.90	4.90	40.10	15	5	26.67	503	704	C4	1.211	L5t	May42016
S60411	BdTR3b_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28412	678	BdTR3b_R2F	BdTR3b	Clone2	2	678	5	D4	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	10.67	160	1706.51	7.50	37.50	15	5	26.67	504	704	D4	1.472	L5t	May42016
S60412	BdTR13a_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28413	754	BdTR13a_R3F	BdTR13a	Clone7	3	754	5	E4	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	13.58	160	2173.25	5.89	39.11	15	5	26.67	505	704	E4	0.594	L5t	May42016
S60413	BdTR3b_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28414	678	BdTR3b_R3F	BdTR3b	Clone2	3	678	5	F4	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	12.15	160	1943.66	6.59	38.41	15	5	26.67	506	704	F4	1.158	L5t	May42016
